category,file,frames_processed,frames_with_pose,detection_rate,error
push-up,arc1_final_kaggle_with_additional_video_push-up_11.mp4,108,108,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_12.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_13.mp4,145,145,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_14.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_15.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_16.mp4,140,139,99.29,
push-up,arc1_final_kaggle_with_additional_video_push-up_17.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_18.mp4,150,149,99.33,
push-up,arc1_final_kaggle_with_additional_video_push-up_19.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_2.mp4,150,149,99.33,
push-up,arc1_final_kaggle_with_additional_video_push-up_20.mp4,82,82,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_21.mp4,113,113,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_22.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_23.mp4,116,116,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_24.mp4,126,125,99.21,
push-up,arc1_final_kaggle_with_additional_video_push-up_25.mp4,98,97,98.98,
push-up,arc1_final_kaggle_with_additional_video_push-up_3.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_4.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_5.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_6.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_7.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_8.mp4,150,150,100.0,
push-up,arc1_final_kaggle_with_additional_video_push-up_9.mp4,150,150,100.0,
push-up,arc1_my_test_video_1_push-up_1.mp4,422,422,100.0,
push-up,arc1_my_test_video_1_push-up_2.mp4,362,360,99.45,
push-up,arc1_my_test_video_1_push-up_3.mp4,366,365,99.73,
push-up,arc1_similar_dataset_01b09356-3985-474f-827f-20c79cfcda78.mp4,550,550,100.0,
push-up,arc1_similar_dataset_02dd7b9d-c7fe-41b8-993a-e250b07a5ceb.mp4,300,299,99.67,
push-up,arc1_similar_dataset_10cad66c-a298-4de5-ac55-16ff825f8101.mp4,215,215,100.0,
push-up,arc1_similar_dataset_53f39e2a-4ca3-45d1-af84-6ddfde7ff818.mp4,300,300,100.0,
push-up,arc1_similar_dataset_57f76c55-838a-4184-9ad0-effced296b5c.mp4,215,215,100.0,
push-up,arc1_similar_dataset_5b596f14-2afd-45c1-a79b-f5b61bf050a7.mp4,86,86,100.0,
push-up,arc1_similar_dataset_5e507b14-eaeb-4b1a-9ff0-3de5883d0d22.mp4,550,549,99.82,
push-up,arc1_similar_dataset_64f7ef6d-5a82-48e1-b75f-cca64f151315.mp4,588,588,100.0,
push-up,arc1_similar_dataset_6e4f0e04-4dbd-476c-9884-a476bd7a2c33.mp4,300,299,99.67,
push-up,arc1_similar_dataset_a31bfef9-b3ea-4fb9-8541-572fa62f15bb.mp4,550,549,99.82,
push-up,arc1_similar_dataset_bd26f1c8-271f-45d2-a877-0deaa4f6e6f2.mp4,550,550,100.0,
push-up,arc1_similar_dataset_v_PushUps_g01_c02.avi,53,53,100.0,
push-up,arc1_similar_dataset_v_PushUps_g17_c02.avi,81,80,98.77,
push-up,arc1_similar_dataset_v_PushUps_g17_c03.avi,74,74,100.0,
push-up,arc1_similar_dataset_v_PushUps_g19_c03.avi,76,75,98.68,
push-up,arc1_similar_dataset_v_PushUps_g25_c01.avi,90,90,100.0,
push-up,arc1_similar_dataset_v_PushUps_g25_c02.avi,109,109,100.0,
push-up,arc2_push-up_11.mp4,150,150,100.0,
push-up,arc2_push-up_12.mp4,150,150,100.0,
push-up,arc2_push-up_13.mp4,150,147,98.0,
push-up,arc2_push-up_14.mp4,150,148,98.67,
push-up,arc2_push-up_15.mp4,83,82,98.8,
push-up,arc2_push-up_17.mp4,91,90,98.9,
push-up,arc2_push-up_18.mp4,70,70,100.0,
push-up,arc2_push-up_19.mp4,150,149,99.33,
push-up,arc2_push-up_22.mp4,150,149,99.33,
push-up,arc2_push-up_28.mp4,113,113,100.0,
push-up,arc2_push-up_30.mp4,140,128,91.43,
push-up,arc2_push-up_31.mp4,150,150,100.0,
push-up,arc2_push-up_32.mp4,150,149,99.33,
push-up,arc2_push-up_33.mp4,146,146,100.0,
push-up,arc2_push-up_34.mp4,114,114,100.0,
push-up,arc2_push-up_35.mp4,150,150,100.0,
push-up,arc2_push-up_37.mp4,149,147,98.66,
push-up,arc2_push-up_42.mp4,150,150,100.0,
push-up,arc2_push-up_46.mp4,150,150,100.0,
push-up,arc2_push-up_47.mp4,105,105,100.0,
push-up,arc2_push-up_48.mp4,150,150,100.0,
push-up,arc2_push-up_49.mp4,150,149,99.33,
push-up,arc2_push-up_50.mp4,150,150,100.0,
push-up,arc2_push-up_51.mp4,133,132,99.25,
push-up,arc2_push-up_53.mp4,663,663,100.0,
romanian_deadlift,arc2_romanian_deadlift_1.mov,347,346,99.71,
romanian_deadlift,arc2_romanian_deadlift_10.mp4,140,139,99.29,
romanian_deadlift,arc2_romanian_deadlift_11.mp4,102,102,100.0,
romanian_deadlift,arc2_romanian_deadlift_12.mp4,225,191,84.89,
romanian_deadlift,arc2_romanian_deadlift_13.mp4,290,288,99.31,
romanian_deadlift,arc2_romanian_deadlift_14.mp4,330,330,100.0,
romanian_deadlift,arc2_romanian_deadlift_2.MOV,491,490,99.8,
romanian_deadlift,arc2_romanian_deadlift_3.mov,396,396,100.0,
romanian_deadlift,arc2_romanian_deadlift_4.MOV,350,350,100.0,
romanian_deadlift,arc2_romanian_deadlift_5.mp4,242,241,99.59,
romanian_deadlift,arc2_romanian_deadlift_6.mp4,88,87,98.86,
romanian_deadlift,arc2_romanian_deadlift_7.mp4,366,240,65.57,
romanian_deadlift,arc2_romanian_deadlift_9.mp4,618,561,90.78,
russian_twist,arc2_russian_twist_1.MOV,1054,1054,100.0,
russian_twist,arc2_russian_twist_10.mp4,138,138,100.0,
russian_twist,arc2_russian_twist_11.mp4,183,183,100.0,
russian_twist,arc2_russian_twist_12.mp4,146,146,100.0,
russian_twist,arc2_russian_twist_13.mp4,225,225,100.0,
russian_twist,arc2_russian_twist_2.mp4,208,208,100.0,
russian_twist,arc2_russian_twist_3.mp4,214,213,99.53,
russian_twist,arc2_russian_twist_4.mp4,554,554,100.0,
russian_twist,arc2_russian_twist_5.mp4,1445,1425,98.62,
russian_twist,arc2_russian_twist_6.mp4,526,525,99.81,
russian_twist,arc2_russian_twist_7.mp4,247,246,99.6,
russian_twist,arc2_russian_twist_8.mp4,310,299,96.45,
russian_twist,arc2_russian_twist_9.mp4,244,216,88.52,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_10.mp4,384,384,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_11.mp4,210,210,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_12.mp4,272,272,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_13.mp4,204,204,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_14.mp4,183,183,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_15.mp4,288,288,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_16.mp4,312,312,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_17.mp4,249,249,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_19.MOV,585,585,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_2.mp4,233,232,99.57,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_21.mov,603,597,99.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_24.mp4,492,487,98.98,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_25.mp4,233,233,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_3.MOV,396,396,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_4.MOV,420,420,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_5.mp4,292,292,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_6.mp4,156,156,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_7.mp4,315,315,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_8.mp4,118,118,100.0,
shoulder_press,arc1_final_kaggle_with_additional_video_shoulder_press_9.mp4,270,270,100.0,
shoulder_press,arc1_my_test_video_1_shoulder_press_1.mp4,439,439,100.0,
shoulder_press,arc1_my_test_video_1_shoulder_press_2.mp4,353,352,99.72,
shoulder_press,arc1_my_test_video_1_shoulder_press_3.mp4,491,491,100.0,
shoulder_press,arc1_my_test_video_1_shoulder_press_4.mp4,449,449,100.0,
shoulder_press,arc1_similar_dataset_17496a37-c1f7-4105-9c07-e7cfbca06106.mp4,270,270,100.0,
shoulder_press,arc1_similar_dataset_237de26b-2b1e-4f62-9844-b30fc9860c72.mp4,300,299,99.67,
shoulder_press,arc1_similar_dataset_30fe126e-0985-48af-813f-65c30d49913d.mp4,288,288,100.0,
shoulder_press,arc1_similar_dataset_51f72e68-ec28-4272-b15c-45586c244398.mp4,312,312,100.0,
shoulder_press,arc1_similar_dataset_555859e7-8a16-4494-8dca-dff27cbdd9c8.mp4,299,299,100.0,
shoulder_press,arc1_similar_dataset_6397dc79-5ba3-4244-a426-c24d6e7cfeb0.mp4,300,300,100.0,
shoulder_press,arc1_similar_dataset_a34f39ab-161f-41fe-853d-3eeea21073bd.mp4,402,389,96.77,
shoulder_press,arc1_similar_dataset_b066cbc1-931a-4af5-b668-36e98e7091b6.mp4,302,301,99.67,
shoulder_press,arc1_similar_dataset_b8a72e6b-f7ad-406a-9aa5-a3df903ec40e.mp4,245,245,100.0,
shoulder_press,arc1_similar_dataset_f44ec93a-ce42-46a4-97f4-015bea952a00.mp4,288,287,99.65,
shoulder_press,arc1_similar_dataset_fc319e88-4be0-467e-9dfd-cb7b3512f3ed.mp4,216,214,99.07,
shoulder_press,arc1_similar_dataset_shoulder_press_12.mp4,272,272,100.0,
shoulder_press,arc1_similar_dataset_shoulder_press_3.MOV,396,396,100.0,
shoulder_press,arc1_similar_dataset_shoulder_press_4.MOV,420,420,100.0,
shoulder_press,arc1_similar_dataset_shoulder_press_6.mp4,156,156,100.0,
shoulder_press,arc1_similar_dataset_shoulder_press_7.mp4,315,315,100.0,
shoulder_press,arc1_similar_dataset_shoulder_press_8.mp4,118,118,100.0,
shoulder_press,arc1_similar_dataset_shoulder_press_9.mp4,270,270,100.0,
shoulder_press,arc2_shoulder_press_1.MOV,513,513,100.0,
shoulder_press,arc2_shoulder_press_10.mp4,384,384,100.0,
shoulder_press,arc2_shoulder_press_11.mp4,210,210,100.0,
shoulder_press,arc2_shoulder_press_12.mp4,272,272,100.0,
shoulder_press,arc2_shoulder_press_13.mp4,204,204,100.0,
shoulder_press,arc2_shoulder_press_14.mp4,183,183,100.0,
shoulder_press,arc2_shoulder_press_15.mp4,288,288,100.0,
shoulder_press,arc2_shoulder_press_16.mp4,312,312,100.0,
shoulder_press,arc2_shoulder_press_17.mp4,249,249,100.0,
shoulder_press,arc2_shoulder_press_2.MOV,585,585,100.0,
shoulder_press,arc2_shoulder_press_3.MOV,396,396,100.0,
shoulder_press,arc2_shoulder_press_4.MOV,420,420,100.0,
shoulder_press,arc2_shoulder_press_5.mp4,292,292,100.0,
shoulder_press,arc2_shoulder_press_6.mp4,156,156,100.0,
shoulder_press,arc2_shoulder_press_7.mp4,315,315,100.0,
shoulder_press,arc2_shoulder_press_8.mp4,118,118,100.0,
shoulder_press,arc2_shoulder_press_9.mp4,270,270,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_1.MOV,587,587,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_10.mp4,175,175,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_11.mp4,144,144,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_12.mp4,113,113,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_14.mp4,101,101,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_15.mp4,280,280,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_16.mp4,47,47,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_2.MOV,430,430,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_20.mp4,233,233,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_21.mp4,274,274,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_22.mp4,378,377,99.74,
squat,arc1_final_kaggle_with_additional_video_squat_23.mp4,432,432,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_24.mp4,647,646,99.85,
squat,arc1_final_kaggle_with_additional_video_squat_25.mp4,368,367,99.73,
squat,arc1_final_kaggle_with_additional_video_squat_3.MOV,639,639,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_5.MOV,656,656,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_7.mp4,237,237,100.0,
squat,arc1_final_kaggle_with_additional_video_squat_8.mp4,360,360,100.0,
squat,arc1_my_test_video_1_squat_1.mp4,545,544,99.82,
squat,arc1_my_test_video_1_squat_2.mp4,424,424,100.0,
squat,arc1_similar_dataset_385c01f2-e604-46d4-a84b-949b733395dd.mp4,120,120,100.0,
squat,arc1_similar_dataset_6dddd176-2460-48cf-bd01-3eaaa0dc754f.mp4,300,299,99.67,
squat,arc1_similar_dataset_71ef5d06-bfea-449b-8ff3-b428ae7dbaa7.mp4,240,239,99.58,
squat,arc1_similar_dataset_897f5a21-f1a1-477e-aa8b-11b7ee9378d2.mp4,180,180,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g01_c01.avi,267,267,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g01_c02.avi,252,252,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g02_c02.avi,57,57,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g02_c03.avi,117,117,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g04_c03.avi,88,87,98.86,
squat,arc1_similar_dataset_v_BodyWeightSquats_g04_c04.avi,63,62,98.41,
squat,arc1_similar_dataset_v_BodyWeightSquats_g06_c01.avi,179,179,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g06_c02.avi,122,122,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g15_c03.avi,137,137,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g15_c04.avi,126,126,100.0,
squat,arc1_similar_dataset_v_BodyWeightSquats_g22_c03.avi,138,137,99.28,
squat,arc2_squat_13.mp4,130,130,100.0,
squat,arc2_squat_29.mp4,55,54,98.18,
squat,arc2_squat_7.mp4,58,58,100.0,
squat,arc2_squat_8.mp4,101,101,100.0,
squat,arc2_squat_9.mp4,72,69,95.83,
t_bar_row,arc2_t_bar_row_1.MOV,334,334,100.0,
t_bar_row,arc2_t_bar_row_10.mp4,125,125,100.0,
t_bar_row,arc2_t_bar_row_11.mp4,124,124,100.0,
t_bar_row,arc2_t_bar_row_12.mp4,228,228,100.0,
t_bar_row,arc2_t_bar_row_13.mp4,86,86,100.0,
t_bar_row,arc2_t_bar_row_14.mp4,139,139,100.0,
t_bar_row,arc2_t_bar_row_15.mp4,142,142,100.0,
t_bar_row,arc2_t_bar_row_16.mp4,480,480,100.0,
t_bar_row,arc2_t_bar_row_17.mp4,390,390,100.0,
t_bar_row,arc2_t_bar_row_18.mp4,393,392,99.75,
t_bar_row,arc2_t_bar_row_20.mp4,752,752,100.0,
t_bar_row,arc2_t_bar_row_21.mp4,423,423,100.0,
t_bar_row,arc2_t_bar_row_3.MOV,414,414,100.0,
t_bar_row,arc2_t_bar_row_4.MOV,445,445,100.0,
t_bar_row,arc2_t_bar_row_5.MOV,445,445,100.0,
t_bar_row,arc2_t_bar_row_6.MOV,404,404,100.0,
t_bar_row,arc2_t_bar_row_7.MOV,503,502,99.8,
t_bar_row,arc2_t_bar_row_9.mp4,175,174,99.43,
tricep_dips,arc2_tricep_dips_1.MOV,594,594,100.0,
tricep_dips,arc2_tricep_dips_10.mp4,447,447,100.0,
tricep_dips,arc2_tricep_dips_11.mp4,369,369,100.0,
tricep_dips,arc2_tricep_dips_12.mp4,55,55,100.0,
tricep_dips,arc2_tricep_dips_13.mp4,110,110,100.0,
tricep_dips,arc2_tricep_dips_14.mp4,162,161,99.38,
tricep_dips,arc2_tricep_dips_15.mp4,195,195,100.0,
tricep_dips,arc2_tricep_dips_16.mp4,324,324,100.0,
tricep_dips,arc2_tricep_dips_17.mp4,669,669,100.0,
tricep_dips,arc2_tricep_dips_18.mp4,606,606,100.0,
tricep_dips,arc2_tricep_dips_19.mp4,501,501,100.0,
tricep_dips,arc2_tricep_dips_2.MOV,799,790,98.87,
tricep_dips,arc2_tricep_dips_20.mp4,297,296,99.66,
tricep_dips,arc2_tricep_dips_3.MOV,494,493,99.8,
tricep_dips,arc2_tricep_dips_4.MOV,191,163,85.34,
tricep_dips,arc2_tricep_dips_7.mp4,321,321,100.0,
tricep_dips,arc2_tricep_dips_9.mp4,390,369,94.62,
tricep_pushdown,arc2_tricep_pushdown_1.mp4,79,79,100.0,
tricep_pushdown,arc2_tricep_pushdown_10.mp4,90,90,100.0,
tricep_pushdown,arc2_tricep_pushdown_11.mp4,91,91,100.0,
tricep_pushdown,arc2_tricep_pushdown_12.mp4,98,98,100.0,
tricep_pushdown,arc2_tricep_pushdown_13.mp4,65,65,100.0,
tricep_pushdown,arc2_tricep_pushdown_14.mp4,52,52,100.0,
tricep_pushdown,arc2_tricep_pushdown_15.mp4,59,59,100.0,
tricep_pushdown,arc2_tricep_pushdown_16.mp4,87,87,100.0,
tricep_pushdown,arc2_tricep_pushdown_17.mp4,74,74,100.0,
tricep_pushdown,arc2_tricep_pushdown_18.mp4,91,91,100.0,
tricep_pushdown,arc2_tricep_pushdown_19.mp4,97,93,95.88,
tricep_pushdown,arc2_tricep_pushdown_2.mp4,77,77,100.0,
tricep_pushdown,arc2_tricep_pushdown_20.mp4,57,57,100.0,
tricep_pushdown,arc2_tricep_pushdown_21.mp4,50,50,100.0,
tricep_pushdown,arc2_tricep_pushdown_22.mp4,67,67,100.0,
tricep_pushdown,arc2_tricep_pushdown_23.mp4,64,64,100.0,
tricep_pushdown,arc2_tricep_pushdown_24.mp4,87,86,98.85,
tricep_pushdown,arc2_tricep_pushdown_25.mp4,70,70,100.0,
tricep_pushdown,arc2_tricep_pushdown_26.mp4,74,74,100.0,
tricep_pushdown,arc2_tricep_pushdown_27.mp4,78,78,100.0,
tricep_pushdown,arc2_tricep_pushdown_28.mp4,90,90,100.0,
tricep_pushdown,arc2_tricep_pushdown_29.mp4,83,83,100.0,
tricep_pushdown,arc2_tricep_pushdown_3.mp4,66,66,100.0,
tricep_pushdown,arc2_tricep_pushdown_30.mp4,91,91,100.0,
tricep_pushdown,arc2_tricep_pushdown_31.mp4,76,76,100.0,
tricep_pushdown,arc2_tricep_pushdown_32.mp4,85,16,18.82,
tricep_pushdown,arc2_tricep_pushdown_33.mp4,73,9,12.33,
tricep_pushdown,arc2_tricep_pushdown_34.mp4,61,61,100.0,
tricep_pushdown,arc2_tricep_pushdown_35.mp4,60,60,100.0,
tricep_pushdown,arc2_tricep_pushdown_36.mp4,55,55,100.0,
tricep_pushdown,arc2_tricep_pushdown_37.mp4,41,41,100.0,
tricep_pushdown,arc2_tricep_pushdown_38.mp4,102,102,100.0,
tricep_pushdown,arc2_tricep_pushdown_39.mp4,209,209,100.0,
tricep_pushdown,arc2_tricep_pushdown_4.mp4,56,53,94.64,
tricep_pushdown,arc2_tricep_pushdown_40.mp4,426,426,100.0,
tricep_pushdown,arc2_tricep_pushdown_41.mp4,222,200,90.09,
tricep_pushdown,arc2_tricep_pushdown_42.mp4,471,372,78.98,
tricep_pushdown,arc2_tricep_pushdown_43.mp4,194,193,99.48,
tricep_pushdown,arc2_tricep_pushdown_44.mp4,180,180,100.0,
tricep_pushdown,arc2_tricep_pushdown_45.mp4,201,201,100.0,
tricep_pushdown,arc2_tricep_pushdown_46.mp4,225,224,99.56,
tricep_pushdown,arc2_tricep_pushdown_47.mp4,99,99,100.0,
tricep_pushdown,arc2_tricep_pushdown_48.mp4,257,257,100.0,
tricep_pushdown,arc2_tricep_pushdown_49.mp4,468,468,100.0,
tricep_pushdown,arc2_tricep_pushdown_5.mp4,57,56,98.25,
tricep_pushdown,arc2_tricep_pushdown_50.mp4,192,192,100.0,
tricep_pushdown,arc2_tricep_pushdown_6.mp4,70,70,100.0,
tricep_pushdown,arc2_tricep_pushdown_7.mp4,90,90,100.0,
tricep_pushdown,arc2_tricep_pushdown_8.mp4,78,78,100.0,
tricep_pushdown,arc2_tricep_pushdown_9.mp4,30,30,100.0,
